Tên mã chứng khoán,Cập nhật,Giá kết thúc phiên,Giá so với tham chiếu,Khối lượng,Giá tham chiếu,Giá trần,Giá sàn,Giá mở cửa,Giá cao nhất,Giá thấp nhất,Đơn vị,KLGD ròng,GT mua,GT bán,Room còn lại
VCB,"15:15 T6, 04/07/2025",58.40,0.5 (0.86%),"4,849,700",57.9,61.9,53.9,57.9,58.8,57.8,Đơn vị giá: 1000 VNĐ,"660,789",60.86 (Tỷ),22.27 (Tỷ),7.89 (%)
